Genre,Reports,Age,Gpa,Year,NewText,Nationality_Egypt,Nationality_France,Nationality_Indonesia,Nationality_Mexico,Nationality_Soudan,Nationality_South Africa,Nationality_Yemen,Gender_F,Gender_M
Online learning, Online students often struggle to stay motivated and engaged in their coursework without the support of in-person interactions.,25,2.23,5,"['online', 'student', 'often', 'struggle', 'stay', 'motivated', 'engaged', 'coursework', 'without', 'support', 'person', 'interaction']",1,0,0,0,0,0,0,1,0
Online learning, Technical difficulties with online classes have caused some students to fall behind and struggle to catch up.,17,3.14,1,"['technical', 'difficulty', 'online', 'class', 'caused', 'student', 'fall', 'behind', 'struggle', 'catch']",1,0,0,0,0,0,0,1,0
Online learning, Limited access to online resources has made it difficult to fully participate in class discussions and activities.,16,2.09,1,"['limited', 'access', 'online', 'resource', 'made', 'difficult', 'fully', 'participate', 'class', 'discussion', 'activity']",1,0,0,0,0,0,0,1,0
Online learning, Time zone differences for online classes have made it difficult to attend office hours and get individualized attention from professors.,26,2.23,5,"['time', 'zone', 'difference', 'online', 'class', 'made', 'difficult', 'attend', 'office', 'hour', 'get', 'individualized', 'attention', 'professor']",1,0,0,0,0,0,0,1,0
Online learning, Limited availability of professors during online classes has made it difficult to get timely feedback on assignments and exams.,22,3.0,2,"['limited', 'availability', 'professor', 'online', 'class', 'made', 'difficult', 'get', 'timely', 'feedback', 'assignment', 'exam']",1,0,0,0,0,0,0,1,0
Online learning, Online students often feel like they are missing out on the full college experience by not being on campus.,21,0.91,5,"['online', 'student', 'often', 'feel', 'like', 'missing', 'full', 'college', 'experience', 'campus']",1,0,0,0,0,0,0,1,0
Online learning, Technical difficulties with online classes have caused some students to become discouraged and lose motivation.,22,0.69,5,"['technical', 'difficulty', 'online', 'class', 'caused', 'student', 'become', 'discouraged', 'lose', 'motivation']",1,0,0,0,0,0,0,1,0
Online learning, Limited access to online resources has made it difficult to access additional support and resources for struggling students.,25,2.69,1,"['limited', 'access', 'online', 'resource', 'made', 'difficult', 'access', 'additional', 'support', 'resource', 'struggling', 'student']",1,0,0,0,0,0,0,1,0
Online learning, Time zone differences for online classes have made it difficult to participate in group projects and work collaboratively with peers.,23,2.95,3,"['time', 'zone', 'difference', 'online', 'class', 'made', 'difficult', 'participate', 'group', 'project', 'work', 'collaboratively', 'peer']",1,0,0,0,0,0,0,1,0
Online learning,Online classes are not the same as in-person classes. I find it hard to stay engaged and motivated with online learning.,17,0.1,3,"['online', 'class', 'person', 'class', 'find', 'hard', 'stay', 'engaged', 'motivated', 'online', 'learning']",1,0,0,0,0,0,0,1,0
Online learning,Technical issues with the online platform make it difficult to participate in class and complete assignments.,26,0.55,2,"['technical', 'issue', 'online', 'platform', 'make', 'difficult', 'participate', 'class', 'complete', 'assignment']",1,0,0,0,0,0,0,1,0
Online learning,The lack of in-person interaction and support from professors has been challenging in my online courses.,23,2.23,1,"['lack', 'person', 'interaction', 'support', 'professor', 'challenging', 'online', 'course']",1,0,0,0,0,0,0,1,0
Online learning,Online classes require a lot of self-discipline and time management skills that not all students have developed yet.,26,2.98,1,"['online', 'class', 'require', 'lot', 'self', 'discipline', 'time', 'management', 'skill', 'student', 'developed', 'yet']",1,0,0,0,0,0,0,1,0
Online learning,It is difficult to build relationships with classmates and professors in an online setting.,16,3.95,2,"['difficult', 'build', 'relationship', 'classmate', 'professor', 'online', 'setting']",1,0,0,0,0,0,0,1,0
Online learning,"The quality of education in online classes is not the same as in-person classes, and it can be frustrating to pay full tuition for a lesser experience.",20,3.5,5,"['quality', 'education', 'online', 'class', 'person', 'class', 'frustrating', 'pay', 'full', 'tuition', 'lesser', 'experience']",1,0,0,0,0,0,0,1,0
Online learning,The lack of access to campus resources and facilities is a major downside to online classes.,23,2.72,3,"['lack', 'access', 'campus', 'resource', 'facility', 'major', 'downside', 'online', 'class']",1,0,0,0,0,0,0,1,0
Online learning,The time difference for international students can make it difficult to attend online classes and participate in group projects.,22,3.85,1,"['time', 'difference', 'international', 'student', 'make', 'difficult', 'attend', 'online', 'class', 'participate', 'group', 'project']",1,0,0,0,0,0,0,1,0
Online learning,The lack of face-to-face interaction in online classes makes it hard to ask questions and receive feedback.,19,3.11,3,"['lack', 'face', 'face', 'interaction', 'online', 'class', 'make', 'hard', 'ask', 'question', 'receive', 'feedback']",1,0,0,0,0,0,0,1,0
Online learning," The online format can be especially challenging for hands-on courses like art, music, and lab-based sciences.",23,2.87,5,"['online', 'format', 'especially', 'challenging', 'hand', 'course', 'like', 'art', 'music', 'lab', 'based', 'science']",1,0,0,0,0,0,0,1,0
Online learning, Limited access to technical resources and software can hinder the learning experience in online classes.,22,1.68,3,"['limited', 'access', 'technical', 'resource', 'software', 'hinder', 'learning', 'experience', 'online', 'class']",1,0,0,0,0,0,0,0,1
Online learning," It is challenging to maintain focus and avoid distractions during online classes, especially for students living in crowded or noisy environments.",23,2.5,5,"['challenging', 'maintain', 'focus', 'avoid', 'distraction', 'online', 'class', 'especially', 'student', 'living', 'crowded', 'noisy', 'environment']",1,0,0,0,0,0,0,0,1
Online learning, The increased screen time from online classes can cause eye strain and fatigue.,17,1.48,1,"['increased', 'screen', 'time', 'online', 'class', 'cause', 'eye', 'strain', 'fatigue']",1,0,0,0,0,0,0,0,1
Online learning, Online exams and assessments can be more challenging and stressful than in-person tests.,18,2.9,1,"['online', 'exam', 'assessment', 'challenging', 'stressful', 'person', 'test']",1,0,0,0,0,0,0,0,1
Online learning, It is difficult to stay motivated and accountable for completing online coursework without the structure of in-person classes.,16,0.12,3,"['difficult', 'stay', 'motivated', 'accountable', 'completing', 'online', 'coursework', 'without', 'structure', 'person', 'class']",1,0,0,0,0,0,0,0,1
Online learning, Online classes can exacerbate feelings of isolation and loneliness for students who struggle to make connections with peers.,19,3.73,1,"['online', 'class', 'exacerbate', 'feeling', 'isolation', 'loneliness', 'student', 'struggle', 'make', 'connection', 'peer']",1,0,0,0,0,0,0,0,1
Online learning, Technical difficulties with online exams and quizzes can lead to anxiety and frustration.,20,3.05,4,"['technical', 'difficulty', 'online', 'exam', 'quiz', 'lead', 'anxiety', 'frustration']",1,0,0,0,0,0,0,0,1
Online learning, The lack of access to professors during online classes can make it difficult to receive help and feedback on coursework.,25,1.02,4,"['lack', 'access', 'professor', 'online', 'class', 'make', 'difficult', 'receive', 'help', 'feedback', 'coursework']",1,0,0,0,0,0,0,0,1
Online learning, Online classes can make it harder to balance academic responsibilities with work or family obligations.,22,0.36,2,"['online', 'class', 'make', 'harder', 'balance', 'academic', 'responsibility', 'work', 'family', 'obligation']",1,0,0,0,0,0,0,0,1
Online learning, Limited access to internships and job opportunities for online students can hinder their career prospects.,22,3.0,5,"['limited', 'access', 'internship', 'job', 'opportunity', 'online', 'student', 'hinder', 'career', 'prospect']",1,0,0,0,0,0,0,0,1
Online learning, The lack of networking opportunities and professional development events for online students can be a major drawback.,25,3.78,3,"['lack', 'networking', 'opportunity', 'professional', 'development', 'event', 'online', 'student', 'major', 'drawback']",1,0,0,0,0,0,0,0,1
Online learning, The online format can make it challenging to participate in extracurricular activities and clubs.,27,0.46,5,"['online', 'format', 'make', 'challenging', 'participate', 'extracurricular', 'activity', 'club']",1,0,0,0,0,0,0,0,1
Online learning, Online classes can create a sense of disconnection from the campus community and culture.,23,1.75,2,"['online', 'class', 'create', 'sense', 'disconnection', 'campus', 'community', 'culture']",1,0,0,0,0,0,0,0,1
Online learning, It is harder to form study groups and collaborate with classmates in an online setting.,24,2.0,5,"['harder', 'form', 'study', 'group', 'collaborate', 'classmate', 'online', 'setting']",1,0,0,0,0,0,0,0,1
